"species","aggressiveness","coloniality","colony_max_diameter","corallite_area","egg_diameter","fecundity_polyp","growthFormClasses","growth_rate","mode_larval_development","reduced_scattering_coefficient","sexual_system"
"Galaxea longisepta",63.404,"colonial",15,0.297057220351,0.384482916265403,790.43644920138,"encrusting",10.7103031911639,"brooder",7.9743,"gonochore"
"Galaxea paucisepta",53.601,"colonial",250.31,0.059395736106932,0.390991928410923,692.008964689532,"encrusting",11.7668433441836,"spawner",9.34809999999999,"gonochore"
"Gardineroseris planulata",32.8,"colonial",112.8941,0.0804247719318987,0.335417666345656,278.643569620187,"massive",8.964,"spawner",7.2392,"gonochore"
"Goniastrea columella",57.29,"colonial",54.374,1.59484914554894,0.382632380952381,336.95117762609,"massive",10.7881448160504,"spawner",7.6905,"hermaphrodite"
"Goniastrea edwardsi",59.7299999999999,"colonial",100,0.110446616727766,0.361642380952381,164.716602846468,"massive",9.8625,"spawner",8.8493,"hermaphrodite"
"Goniastrea favulus",59.3049999999999,"colonial",200.6233,0.259672267773281,0.360872380952381,95.1566951566951,"massive",4.09761904761905,"spawner",9.60049999999999,"hermaphrodite"
"Goniastrea minuta",67.4019999999999,"colonial",96.48,0.204282062299676,0.373152380952381,166.397746374368,"massive",14.7671547619048,"spawner",8.71739999999999,"hermaphrodite"
"Goniastrea pectinata",60.1,"colonial",176.25,0.785398163397448,0.369972380952381,287.020696872514,"massive",10.1863358186608,"spawner",9.7856,"hermaphrodite"
"Goniastrea ramosa",57.78,"colonial",30,0.19244218498646,0.372542380952381,200.032337837782,"encrusting_long_uprights",14.125930104773,"spawner",8.3581,"hermaphrodite"
"Goniastrea retiformis",60.8569999999999,"colonial",100,0.196349540849362,0.371,45.818,"massive",6.96785714285714,"spawner",11.03,"hermaphrodite"
"Goniastrea stelligera",65.7,"colonial",101.36,0.135265198691126,0.372032380952381,149.820447837782,"massive",10,"spawner",9.06149999999999,"hermaphrodite"
"Goniastrea thecata",54.32,"colonial",100,0.508957644835632,0.380272380952381,622.481086860742,"massive",10.1515066594703,"spawner",8.5698,"hermaphrodite"
"Goniopora albiconus",14.579,"colonial",100,0.0471435247579318,0.248652868967366,255.006142637882,"encrusting",17.1252545225541,"spawner",10.2052,"gonochore"
"Goniopora burgosi",9.51299999999999,"colonial",338.48,0.0188691908756237,0.241735249919747,192.45150295348,"massive",15.5485006598344,"spawner",9.67540000000001,"gonochore"
"Goniopora cellulosa",10.432,"colonial",300.14,0.0829576810088555,0.239695249919747,192.716858441632,"massive",14.6623113670069,"spawner",10.2312,"gonochore"
"Goniopora ciliatus",32.673,"colonial",500,0.0881413088872786,0.251904773729271,220.412393149558,"columnar",12.8204028299615,"spawner",9.9424,"gonochore"
"Goniopora columna",33.769,"colonial",274.5223,0.0804247719318987,0.254196678491176,216.458606782139,"columnar",12.8278391265474,"spawner",10.2955,"gonochore"
"Goniopora diminuta",32.732,"colonial",30,0.0989798035421634,0.460430059122546,1187.70067800443,"massive",5.96383172584691,"brooder",8.7313,"hermaphrodite"
"Goniopora djiboutiensis",31.236,"colonial",208.3823,0.122541748444087,0.258931916586414,243.32431427003,"columnar",12.1565556808602,"spawner",9.3725,"gonochore"
"Goniopora eclipsensis",32.844,"colonial",224.1323,0.0510705155749191,0.254456678491176,244.547097392938,"columnar",12.0692378885069,"spawner",9.6072,"gonochore"
"Goniopora fruticosa",13.889,"colonial",226.61,0.057255526111674,0.250562868967366,244.656020319767,"encrusting",17.891931068325,"spawner",10.0396,"gonochore"
"Goniopora lobata",54.289,"colonial",230.7659,0.0962112750161874,0.256759535634033,246.206856003998,"columnar",11.514333195698,"spawner",9.7718,"gonochore"
"Goniopora norfolkensis",13.663,"colonial",224.79,0.029864765163188,0.252328107062605,243.325110319767,"encrusting",19.7161622010498,"spawner",10.0634,"gonochore"
"Goniopora paliformis",24.841,"colonial",169.7296,0.0363050301030471,0.413196803167398,371.747294392328,"massive",11.4527772940779,"spawner",9.66989999999999,"gonochore"
"Goniopora palmensis",30.527,"colonial",196.3,0.0330063578167778,0.282367154681652,244.422549711053,"massive",10.6784089176114,"spawner",9.86379999999999,"gonochore"
"Goniopora pandoraensis",32.884,"colonial",249.8723,0.0433736135736241,0.251919059443557,244.755258856352,"columnar",12.9130671148836,"spawner",9.8686,"gonochore"
"Goniopora pearsoni",18.482,"colonial",200,0.059395736106932,0.254729059443557,218.033709711053,"massive",11.6036261940807,"spawner",9.6918,"gonochore"
"Goniopora pedunculata",13.663,"colonial",201.79,0.0314159265358979,0.247935249919747,245.035242637882,"encrusting",17.7976571586163,"spawner",9.9405,"gonochore"
"Goniopora pendulus",17.806,"colonial",233.9574,0.184745282985165,0.256976678491176,218.984239954261,"massive",11.4673046235653,"spawner",9.9386,"gonochore"
"Goniopora planulata",32.557,"colonial",226.1323,0.0433736135736241,0.250709059443557,244.701600319767,"columnar",13.6197319432652,"spawner",9.76639999999999,"gonochore"
"Goniopora polyformis",20.723,"colonial",250.7997,0.216475368786422,0.271704773729271,204.351314148426,"digitate",22.4415115594382,"spawner",10.8524,"gonochore"
"Goniopora savignyi",93.1,"colonial",248.9097,0.029864765163188,0.263050964205462,246.045880394241,"columnar",14.8640347233113,"spawner",9.89159999999999,"gonochore"
"Goniopora somaliensis",13.889,"colonial",200,0.0551545860245858,0.250562868967366,244.773422637882,"encrusting",17.9769952948903,"spawner",9.9144,"gonochore"
"Goniopora stokesi",31.97,"colonial",10,0.107521008569111,0.269180976029971,277.088761296071,"columnar",10.2359117135155,"brooder",9.7167,"gonochore"
"Goniopora sultani",35.49,"colonial",239.1744,0.430084034276443,0.258027154681652,329.257305712966,"columnar",11.3170044502878,"spawner",9.5905,"gonochore"
"Goniopora tantillus",27.567,"colonial",143.795,0.0471435247579318,0.392588719753812,550.801207957302,"encrusting",11.5256752684703,"spawner",9.44229999999999,"gonochore"
"Goniopora tenella",13.889,"colonial",250.31,0.0471435247579318,0.249552868967366,217.376020319767,"encrusting",17.9932520972764,"spawner",10.2166,"gonochore"
"Goniopora tenuidens",17.821,"colonial",215.2062,0.101458127446764,0.251694297538795,217.862648856352,"massive",12.169897665592,"spawner",9.4699,"gonochore"
"Gyrosmilia interrupta",58.6960000000001,"colonial",50,0.407150407905237,0.384804333012323,862.57125264197,"massive",7.34475245186452,"brooder",7.7375,"gonochore"
"Halomitra clavator",69.1970000000001,"colonial",49.385,0.177205460616549,0.253758107062605,495.849328128814,"massive",6.14158119816273,"spawner",7.0084,"gonochore"
"Halomitra pileus",82.1,"colonial",60,0.101787601976309,0.253368107062605,493.981755689095,"massive",6.56405077836324,"spawner",7.0463,"gonochore"
"Heliofungia actiniformis",49.847,"solitary",20,158.367685667461,0.273738107062605,924.962171982039,"massive",5.76,"spawner",5.71589999999999,"gonochore"
"Heliofungia fralinae",47.396,"solitary",17.225,63.6172512351933,0.277146690315685,924.267381982039,"massive",6.54696294885281,"spawner",5.8007,"gonochore"
"Helioseris cucullata",10.1,"colonial",24,0.057255526111674,0.338259106741594,332.465521374634,"laminar",12.7310940499559,"brooder",5.62,"gonochore"
"Herpolitha limax",44.668,"colonial",34.891,1075.21008569111,0.277885249919748,903.880695348155,"massive",10,"spawner",6.3478,"gonochore"
"Heterocyathus aequicostatus",30.533,"solitary",135.545,0.24630086404144,0.363072428250418,434.935714759919,"massive",11.881961752297,"spawner",10.5419,"gonochore"
"Heterocyathus alternatus",37.448,"colonial",147.385,4.33907097281458,0.375345261744257,549.573660177684,"massive",11.1431474074782,"spawner",9.9514,"gonochore"
"Heterocyathus sulcatus",37.448,"colonial",147.385,4.33907097281458,0.375345261744257,549.573660177684,"massive",11.1431474074782,"spawner",9.9514,"gonochore"
"Heteropsammia cochlea",37.737,"colonial",146.9148,0.4185386812745,0.37755338063137,631.240544250246,"massive",8.3870214014009,"spawner",9.039,"gonochore"
"Heteropsammia eupsammides",35.95,"colonial",154.0548,0.381778120236682,0.38005338063137,552.389159008081,"massive",7.91413737994399,"spawner",9.0042,"gonochore"
"Homophyllia australis",70.0040000000001,"both",6,44.1786466911065,0.498947678170165,1645.51525771131,"massive",8.77353358441887,"spawner",8.0349,"hermaphrodite"
"Homophyllia bowerbanki",45.391,"colonial",200,3.97607820219958,0.487113345157842,1251.52738993448,"massive",8.50314931237411,"spawner",10.5892,"hermaphrodite"
"Horastrea indica",28.89,"colonial",74.0154,0.874167790815445,0.358849559283052,532.823443104514,"massive",12.8431319488374,"spawner",9.445,"gonochore"
"Hydnophora bonsai",62.2379999999999,"colonial",220.95,0.0804247719318987,0.370272380952381,135.42701717916,"digitate",22.6540678057514,"spawner",9.69149999999999,"hermaphrodite"
"Hydnophora exesa",79.8,"colonial",100,0.110446616727766,0.368892380952381,166.303749544405,"massive",14.7010871939823,"spawner",9.24,"hermaphrodite"
"Hydnophora grandis",66.5719999999999,"colonial",124.81,0.125663706143592,0.369822380952381,168.698555032557,"encrusting_long_uprights",18.227985922816,"spawner",7.95,"hermaphrodite"
"Hydnophora microconos",75.9,"colonial",134.72,0.229022104446696,0.367632380952381,129.866552913299,"massive",7.6,"spawner",9.66859999999999,"hermaphrodite"
"Hydnophora pilosa",66.9019999999999,"colonial",168.4323,0.331830724035422,0.366912380952381,170.257707425147,"columnar",22.9388361610014,"spawner",9.74949999999999,"hermaphrodite"
"Hydnophora rigida",67.6689999999999,"colonial",217.81,0.255175863287831,0.372640964205462,132.450715519667,"branching",71,"spawner",10.78,"hermaphrodite"
"Isophyllia rigida",27.7,"colonial",5.78,1.47411381288067,0.468806261423246,1273.07006603134,"massive",6.06116981011527,"brooder",9.5018,"hermaphrodite"
"Isophyllia sinuosa",45,"colonial",8.27,0.817128249198705,0.463063880470865,1273.79501993448,"massive",5.59924214070869,"brooder",9.1449,"hermaphrodite"
"Isopora brueggemanni",43.492,"colonial",100,0.0132732289614169,0.418539420609965,217.570969100255,"branching",74.8,"brooder",9.49599999999998,"hermaphrodite"
"Isopora crateriformis",31.466,"colonial",100,0.00331830724035422,0.4189997484752,224.572150685273,"encrusting",46.0039489953131,"brooder",9.93479999999999,"hermaphrodite"
"Isopora cuneata",10.1,"colonial",20,0.00441786466911065,0.411440920128449,217.841800489195,"encrusting",56.2411464685797,"brooder",9.05539999999999,"hermaphrodite"
"Isopora elizabethensis",45.244,"colonial",111.54,0.00837509331538866,0.418539420609965,217.137999100255,"branching",60.4939794368944,"brooder",9.53549999999999,"hermaphrodite"
"Isopora palifera",76.4,"colonial",107.46,0.00865901475145687,0.421830408464445,214.229557440761,"branching",66.5121239164965,"brooder",8.56,"hermaphrodite"
"Isopora togianensis",49.161,"colonial",150,0.00785398163397448,0.416808456404503,204.960529100255,"branching",56.8138657244555,"brooder",10.0247,"hermaphrodite"
"Leptastrea aequalis",51.576,"colonial",20,0.0551545860245858,0.262260488014986,493.55810044415,"encrusting",8.86507368711153,"spawner",7.64809999999999,"gonochore"
"Leptastrea bewickensis",47.397,"colonial",100,0.0706858347057703,0.266365249919747,458.651989639358,"encrusting",8.27925796723346,"spawner",8.73189999999999,"gonochore"
"Leptastrea bottae",47.602,"colonial",72.14,0.057255526111674,0.269185249919747,457.558107321242,"encrusting",9.21249557000496,"spawner",7.908,"gonochore"
"Leptastrea inaequalis",54.95,"colonial",56.7,0.0683492751696629,0.263870488014986,494.612712762265,"massive",7.10829749062824,"spawner",6.8781,"gonochore"
"Leptastrea pruinosa",25.092,"colonial",90.78,0.0615752160103599,0.265345249919747,457.709560369675,"encrusting",8.35746350965286,"spawner",8.44709999999999,"gonochore"
"Leptastrea purpurea",11.9,"colonial",100,0.273397100678652,0.273,471.015263596488,"encrusting",1.8,"spawner",9.40959999999999,"gonochore"
"Leptastrea transversa",9.9,"colonial",143.1048,0.4185386812745,0.268187630872128,509.877958446496,"encrusting",8.13695385870214,"spawner",10.92,"gonochore"
"Leptoria irregularis",55.2439999999999,"colonial",150,0.188574099031727,0.362104761904762,133.991624501097,"encrusting",10.1970403196048,"spawner",9.68449999999999,"hermaphrodite"
"Leptoria phrygia",61.807,"colonial",120.7733,0.0730616641500476,0.371832380952381,170.818229273852,"massive",14.7060121926717,"spawner",5.77,"hermaphrodite"
"Leptoseris amitoriensis",21.365,"colonial",720.3708,0.0551545860245858,0.334548219914317,217.506979205467,"laminar",16.4361797191218,"spawner",7.4792,"gonochore"
"Leptoseris cailleti",23.161,"colonial",700.7708,0.0706858347057703,0.337725838961936,217.506979205467,"laminar",16.4413612469292,"spawner",7.5589,"gonochore"
"Leptoseris explanata",21.21,"colonial",369.0708,0.0804247719318987,0.336610600866698,214.806699009389,"laminar",16.4292904747435,"spawner",7.34380000000001,"gonochore"
"Leptoseris foliosa",20.409,"colonial",310.295,0.0122718463030851,0.338495838961936,227.089349009389,"laminar",23.7340206170818,"spawner",7.1579,"gonochore"
"Leptoseris gardineri",21.669,"colonial",1000,0.029864765163188,0.336590600866698,233.506979205467,"laminar",17.3181130020888,"spawner",7.56070000000001,"gonochore"
"Leptoseris hawaiiensis",22.103,"colonial",609.1148,0.045238934211693,0.333062981819079,219.955266157034,"encrusting",9.97541110348446,"spawner",8.0688,"gonochore"
"Leptoseris incrustans",22.269,"colonial",557.9174,0.0637939658219577,0.332550124676222,219.955266157034,"encrusting",10.0889307585659,"spawner",7.9455,"gonochore"
"Leptoseris mycetoseroides",21.648,"colonial",200,0.0779311327631118,0.329546326976922,255.093619498584,"laminar",12.1847293067574,"spawner",7.4285,"gonochore"
"Leptoseris papyracea",23.894,"colonial",679.0563,0.0934820163983813,0.339635838961936,218.201769205467,"laminar",16.1193040873972,"spawner",7.7455,"gonochore"
"Leptoseris scabra",27.635,"colonial",190.3336,0.200296166620434,0.335566803167398,258.061530596492,"encrusting",8.43507003511794,"spawner",8.3794,"gonochore"
"Leptoseris solida",26.272,"colonial",186.2863,0.0779311327631118,0.33409156507216,256.328696571754,"encrusting",9.2232848773217,"spawner",8.2348,"gonochore"
"Leptoseris striata",23.241,"colonial",10,0.101787601976309,0.338809207768797,301.083632547017,"encrusting",8.48170230950229,"spawner",7.2219,"gonochore"
"Leptoseris tubulifera",23.42,"colonial",597.3274,0.0433736135736241,0.335610600866698,220.00892469362,"encrusting",9.54435353329116,"spawner",8.1132,"gonochore"
"Leptoseris yabei",22.436,"colonial",100,0.0706858347057703,0.338977666345656,276.94806559545,"laminar",15.1927639335053,"spawner",7.2596,"gonochore"
"Lithophyllon concinna",49.568,"solitary",16,201.061929829747,0.271126690315685,924.962171982039,"massive",6.90802057882892,"spawner",5.7897,"gonochore"
"Lithophyllon ranjithi",42.89,"solitary",81.46,29.2812667531111,0.269872868967367,878.609562103643,"laminar",14.7715978925184,"spawner",6.6377,"gonochore"
"Lithophyllon repanda",49.701,"solitary",30,176.714586764426,0.273438107062605,924.962171982039,"massive",6.4108321501428,"spawner",5.7717,"gonochore"
"Lithophyllon scabra",47.085,"solitary",15.623,47.7836242611008,0.275286690315685,924.962171982039,"massive",6.62981467823252,"spawner",5.8516,"gonochore"
"Lithophyllon spinifer",48.013,"solitary",12.5,109.358840271461,0.275286690315685,924.962171982039,"massive",6.59448414472039,"spawner",5.8532,"gonochore"
"Lithophyllon undulatum",30.074,"colonial",50,0.107521008569111,0.263982868967367,482.217335857827,"encrusting",9.49913674217079,"spawner",8.3957,"gonochore"
"Lobactis scutaria",48.967,"solitary",17,224.317569447945,0.269439071268066,924.814516615491,"massive",9.62631578947369,"spawner",5.8115,"gonochore"
"Lobophyllia agaricia",44.6,"colonial",153.8874,5.62001473296087,0.497153345157842,1629.7327171026,"massive",12.9709806297136,"spawner",9.1523,"hermaphrodite"
"Lobophyllia corymbosa",39,"colonial",200,8.55298599939821,0.675,2800,"massive",17.2200413350995,"spawner",9.2569,"hermaphrodite"
"Lobophyllia dentata",43.316,"colonial",200,4.26384808926841,0.497533345157842,1251.99052383761,"massive",7.91000924241679,"spawner",9.8576,"hermaphrodite"
"Lobophyllia diminuta",34.425,"colonial",229.55,14.1862543263664,0.517619523809523,1598.0032571026,"massive",11.938503381171,"spawner",9.6188,"hermaphrodite"
"Lobophyllia erythraea",37.5249999999999,"colonial",228.8933,1.88691908756237,0.497503345157842,1197.43924383761,"massive",8.18848870941896,"spawner",10.1398,"hermaphrodite"
"Lobophyllia flabelliformis",35.94,"colonial",200,15.3438526793979,0.516374761904762,1652.33169015103,"massive",12.1767936584513,"spawner",9.5143,"hermaphrodite"
"Lobophyllia hassi",42.864,"colonial",20,2.07394202522139,0.480155297217784,1284.44299456793,"massive",6.40505298696877,"spawner",7.9168,"hermaphrodite"
"Lobophyllia hataii",38.547,"colonial",182.45,5.9395736106932,0.519514761904762,1652.33169015103,"massive",11.4707558607584,"spawner",9.2517,"hermaphrodite"
"Lobophyllia hemprichii",40.064,"colonial",500,3.6813379064306,0.493630964205461,1169.51524491296,"massive",13.0613489744547,"spawner",9.98,"hermaphrodite"
"Lobophyllia ishigakiensis",26.42,"colonial",152.9933,1.07332787899252,0.472784309363304,1249.80421432472,"massive",7.73694336818043,"spawner",11.7188,"hermaphrodite"
"Lobophyllia radians",28.2,"colonial",212.6033,7.06858347057704,0.516909523809523,1598.0032571026,"massive",11.9056181456965,"spawner",9.5293,"hermaphrodite"
"Lobophyllia robusta",34.965,"colonial",248.87,17.7205460616549,0.515229523809523,1598.0032571026,"massive",12.3448566676697,"spawner",9.91,"hermaphrodite"
"Lobophyllia rowleyensis",55.878,"colonial",117.986666666667,0.941712032867625,0.485070511664004,1239.01297590974,"massive",8.49612246937422,"spawner",9.35139999999999,"hermaphrodite"
"Lobophyllia serrata",35.356,"colonial",200,6.40180006480669,0.516374761904762,1652.33169015103,"massive",11.8489170872154,"spawner",9.6053,"hermaphrodite"
"Lobophyllia valenciennesii",45.101,"colonial",166.0306,8.29576810088555,0.500813345157842,1602.09280563919,"encrusting",14.7061421402163,"spawner",8.9759,"hermaphrodite"
"Lobophyllia vitiensis",65.477,"both",21.5,38.484510006475,0.500979094917085,1645.51525771131,"massive",9.46871955046156,"spawner",7.7862,"hermaphrodite"
"Madracis asanoi",20.923,"colonial",31.0605,0.041547562843725,0.319680488014986,81.9670974407615,"branching",23.6822145654078,"brooder",6.7077,"hermaphrodite"
"Madracis auretenra",20.923,"colonial",27.9326,0.0327891952245984,0.318700488014986,81.9670974407615,"branching",23.8094145654078,"brooder",6.739,"hermaphrodite"
"Madracis carmabi",28.87,"colonial",34.2306,7.61753653513595,0.333017142857143,547.270046051822,"branching",23.8738308765195,"brooder",6.8383,"hermaphrodite"
"Madracis decactis",19.1,"colonial",10,0.0330063578167778,0.327261452220448,85.00240763684,"digitate",21.7218406325358,"brooder",7.0931,"hermaphrodite"
"Madracis formosa",30.887,"colonial",10.23,0.0165129963854314,0.320433833172828,94.535840198163,"columnar",17.0473466738574,"brooder",7.6956,"hermaphrodite"
"Madracis kirbyi",21.287,"colonial",125,0.0397607820219958,0.320672868967367,38.5503661734254,"digitate",25.5069171402403,"brooder",8.00239999999999,"hermaphrodite"
"Madracis mirabilis",22.3,"colonial",14.66,0.0143138815279185,0.322109071268067,82.0207559773469,"branching",22,"brooder",6.7427,"hermaphrodite"
"Madracis pharensis",20.308,"colonial",29.2846,0.0254469004940773,0.327282868967367,85.15948763684,"digitate",22.0146999331966,"brooder",6.9901,"hermaphrodite"
"Madracis senaria",21.647,"colonial",22.2335,0.0188691908756237,0.31773001182451,93.1497816615777,"encrusting",18.5291864931765,"brooder",7.4592,"hermaphrodite"
"Manicina areolata",17.6,"colonial",10,1.12156821228564,0.465168642375627,1256.83849907978,"massive",7.07329510212126,"brooder",10.3602,"hermaphrodite"
"Meandrina brasiliensis",44.28,"colonial",97.8239,1.38929081123375,0.408713833172828,959.996335956868,"massive",7.84793046958757,"spawner",8.5585,"gonochore"
"Meandrina danae",40.019,"colonial",61.6339,1.08884597225447,0.437303856821847,1001.87103254084,"massive",6.39853496127317,"spawner",7.7607,"gonochore"
"Meandrina meandrites",47.8,"colonial",16.3,1.35813013910095,0.433555808881789,1012.06848174014,"massive",2.27921052631579,"spawner",5.99,"gonochore"
"Merulina ampliata",59.5,"colonial",229.7,0.196349540849362,0.339,170.066859163284,"laminar",24.4837647058824,"spawner",10.1915,"hermaphrodite"
"Merulina scabricula",55.552,"colonial",131.6599,0.0551545860245858,0.358982380952381,224.280850038464,"laminar",19.5590029032536,"spawner",6.1,"hermaphrodite"
"Merulina scheeri",58.336,"colonial",30,0.301907054009979,0.374932380952381,261.652137747694,"digitate",19.7289947102463,"spawner",8.4137,"hermaphrodite"
"Merulina triangularis",58.999,"colonial",500,0.52168109508267,0.35757,263.500969652397,"branching",32.7404476561856,"spawner",10.4652,"hermaphrodite"
"Micromussa amakusensis",34.491,"colonial",145.7429,0.580880481648753,0.462952892616385,1220.84627505504,"encrusting",9.44186301131117,"spawner",11.4915,"hermaphrodite"
"Micromussa lordhowensis",38.5309999999999,"colonial",200.6724,0.865901475145687,0.485183345157842,1197.20767688604,"massive",8.3327967477995,"spawner",10.4841,"hermaphrodite"
"Micromussa multipunctata",36.162,"colonial",30,0.368528453220168,0.459657678170166,1182.25162946785,"encrusting",7.7952211722803,"brooder",9.1887,"hermaphrodite"
"Micromussa regularis",41.9679999999999,"colonial",171.47,1.32503300234646,0.478050511664004,1251.99924383761,"massive",8.18686933572419,"spawner",10.2726,"hermaphrodite"
"Montastraea cavernosa",32.6,"colonial",250,0.567450173054656,0.472434922054511,934.015149032647,"massive",5.31770072992701,"spawner",14.15,"gonochore"
"Montigyra kenti",61.3620000000001,"colonial",50.12,4.5238934211693,0.402945749759242,904.823045960956,"massive",7.52999168230103,"brooder",7.8978,"gonochore"
"Montipora aequituberculata",30.4,"colonial",102.195,0.00502654824574367,0.376886713964704,429.198218660274,"laminar",24.7165663544538,"spawner",7.23879999999999,"hermaphrodite"
"Montipora altasepta",32.391,"colonial",167.91,0.0038484510006475,0.369917166506162,419.377363659232,"branching",31.5381757787885,"spawner",5.77639999999999,"hermaphrodite"
"Montipora angulata",38.817,"colonial",105.285,0.0103868907109313,0.380059094917085,420.190792195817,"branching",32.5586498027614,"spawner",7.45049999999999,"hermaphrodite"
"Montipora aspergillus",21.947,"colonial",166,0.0038484510006475,0.362019547458543,396.451612195817,"branching",30.2042225876041,"spawner",6.26549999999999,"hermaphrodite"
"Montipora australiensis",34.546,"colonial",133.5546,0.00196349540849362,0.366048130711623,406.116325611841,"columnar",22.1522055244818,"spawner",6.91959999999999,"hermaphrodite"
"Montipora cactus",33.609,"colonial",87.06,0.00708821842466197,0.379649094917085,429.217618660274,"encrusting_long_uprights",20.1286961410943,"spawner",7.52569999999999,"hermaphrodite"
"Montipora calcarea",24.014,"colonial",115.0533,0.00502654824574367,0.372628130711623,397.879737562366,"digitate",28.0070125949477,"spawner",7.59519999999999,"hermaphrodite"
"Montipora caliculata",30.304,"colonial",96.4566,0.00567450173054656,0.370338130711623,468.321280123688,"massive",20.5937977344191,"spawner",6.0268,"hermaphrodite"
"Montipora capitata",36.732,"colonial",99.31,0.00636172512351933,0.376463856821847,418.305102685011,"encrusting_long_uprights",13.5323892405063,"spawner",8.07019999999999,"hermaphrodite"
"Montipora capricornis",35.507,"colonial",150.42,0.00502654824574367,0.367907166506162,512.380727075255,"laminar",27.5145119588397,"spawner",5.2199,"hermaphrodite"
"Montipora cebuensis",21.843,"colonial",159.5,0.00282743338823081,0.360129547458543,417.860467075255,"laminar",25.2079126297243,"spawner",6.20979999999999,"hermaphrodite"
"Montipora circumvallata",41.842,"colonial",91.18,0.00237582944427728,0.381999547458543,421.969254513932,"digitate",28.7942590514117,"spawner",6.9546,"hermaphrodite"
"Montipora cocosensis",33.793,"colonial",110.9166,0.0122718463030851,0.366670511664004,457.094938660274,"massive",20.131620902001,"spawner",6.41269999999999,"hermaphrodite"
"Montipora confusa",34.459,"colonial",100,0.00331830724035422,0.367758130711623,431.326015611841,"encrusting_long_uprights",20.03637853548,"spawner",6.99049999999999,"hermaphrodite"
"Montipora corbettensis",23.558,"colonial",118.93,0.0038484510006475,0.373781928410924,397.879737562366,"digitate",28.3977591857937,"spawner",7.81509999999999,"hermaphrodite"
"Montipora crassituberculata",13.399,"colonial",168.35,0.0143138815279185,0.352990511664004,419.185895611841,"laminar",24.7132768290999,"spawner",6.06529999999999,"hermaphrodite"
"Montipora cryptus",20.659,"colonial",115.93,0.0038484510006475,0.368630511664004,406.168685611841,"encrusting",20.2353110354346,"spawner",7.91929999999999,"hermaphrodite"
"Montipora danae",38.864,"colonial",95.605,0.0103868907109313,0.379609094917085,429.198218660274,"laminar",23.1067896693923,"spawner",7.2982,"hermaphrodite"
"Montipora delicatula",34.949,"colonial",157.02,0.00237582944427728,0.366138583253081,441.436727075255,"laminar",27.2303955889874,"spawner",5.51569999999999,"hermaphrodite"
"Montipora digitata",37.953,"colonial",149.83,0.00567450173054657,0.337,502.940993659232,"branching",32.3083553386912,"spawner",3.92,"hermaphrodite"
"Montipora dilatata",38.981,"colonial",30,0.00708821842466197,0.382639094917085,445.634907562366,"digitate",28.6876307354569,"spawner",6.9392,"hermaphrodite"
"Montipora echinata",19.428,"colonial",165.21,0.00441786466911065,0.361518130711623,407.560143659232,"branching",29.4330286209917,"spawner",6.04449999999999,"hermaphrodite"
"Montipora efflorescens",25.798,"colonial",109.7789,0.00636172512351933,0.368690511664004,457.088628660274,"massive",21.6473124668477,"spawner",6.28009999999999,"hermaphrodite"
"Montipora effusa",28.524,"colonial",98.0333,0.00441786466911065,0.367698130711623,468.321280123688,"massive",20.1406811784228,"spawner",6.12259999999999,"hermaphrodite"
"Montipora flabellata",38.562,"colonial",50,0.000962112750161874,0.381927166506162,558.395621587103,"laminar",23.8173026175217,"spawner",5.36,"hermaphrodite"
"Montipora florida",40.999,"colonial",94.94,0.00282743338823081,0.376168130711624,429.371115611841,"laminar",25.4740890400592,"spawner",6.91169999999999,"hermaphrodite"
"Montipora floweri",28.966,"colonial",101.2356,0.0038484510006475,0.365479547458543,468.583100123688,"massive",21.8256144850998,"spawner",6.13989999999999,"hermaphrodite"
"Montipora foliosa",44.6,"colonial",159.62,0.00441786466911065,0.371047166506162,512.612294026822,"laminar",32.5,"spawner",4.03,"hermaphrodite"
"Montipora foveolata",11.9,"colonial",123.9,0.0490873852123405,0.354202892616385,439.899079636578,"massive",17.1808407604649,"spawner",6.46689999999999,"hermaphrodite"
"Montipora friabilis",29.984,"colonial",153.25,0.00636172512351933,0.364509547458543,512.642547075255,"laminar",28.4122488358289,"spawner",5.2171,"hermaphrodite"
"Montipora gaimardi",39.933,"colonial",82.37,0.00282743338823081,0.383528130711624,429.139548660274,"encrusting_long_uprights",21.1780914989157,"spawner",6.8945,"hermaphrodite"
"Montipora grisea",20.8,"colonial",111.32,0.00785398163397448,0.369149094917085,457.088628660274,"massive",20.2536342927965,"spawner",6.67129999999999,"hermaphrodite"
"Montipora hemispherica",31.046,"colonial",200,0.0038484510006475,0.374899547458543,397.905917562366,"digitate",28.6701235844797,"spawner",7.26029999999999,"hermaphrodite"
"Montipora hirsuta",25.4,"colonial",150.3,0.00159043128087983,0.362939547458543,396.431742195817,"branching",30.981749670107,"spawner",6.21839999999999,"hermaphrodite"
"Montipora hispida",26.714,"colonial",142.44,0.0103868907109313,0.366620511664004,406.090615611841,"encrusting_long_uprights",22.2754233200751,"spawner",6.3066,"hermaphrodite"
"Montipora hodgsoni",19.68,"colonial",151.3,0.00237582944427728,0.359559547458543,417.683517075255,"laminar",25.8014410841251,"spawner",6.17059999999999,"hermaphrodite"
"Montipora hoffmeisteri",37.757,"colonial",75.4,0.00708821842466197,0.380099094917085,429.198218660274,"encrusting",20.5879203015371,"spawner",7.14929999999999,"hermaphrodite"
