"species","aggressiveness","coloniality","colony_max_diameter","corallite_area","egg_diameter","fecundity_polyp","growthFormClasses","growth_rate","mode_larval_development","reduced_scattering_coefficient","sexual_system"
"Porites deformis",19.682,"colonial",102.28,0.01539380400259,0.267045249919747,241.708391661578,"digitate",27.0330706919229,"brooder",10.1559,"gonochore"
"Porites densa",25.653,"colonial",15,0.0103868907109313,0.269916214125209,273.467584026822,"massive",12.491519958972,"brooder",9.0904,"gonochore"
"Porites desilveri",45.411,"colonial",253.52,0.00502654824574367,0.288235726110224,226.305296098951,"digitate",24.0569088022469,"spawner",12.5474,"gonochore"
"Porites divaricata",15.651,"colonial",127.58,0.00708821842466197,0.250363821348319,225.581060002085,"branching",30.3777379349707,"brooder",9.4289,"gonochore"
"Porites duerdeni",27.055,"colonial",248.6223,0.0332235204089574,0.269644773729271,256.195397562365,"digitate",23.2632392304468,"spawner",11.3095,"gonochore"
"Porites echinulata",33.873,"colonial",55.9644,0.0213824649984955,0.26044239277689,274.916474222901,"columnar",9.87883694215954,"brooder",9.9596,"gonochore"
"Porites ericacea",21.649,"colonial",109.2723,0.0136258727367825,0.269975249919747,238.090771465499,"digitate",20.6678525779431,"brooder",10.5421,"gonochore"
"Porites evermanni",33.961,"colonial",120,0.00636172512351933,0.251241916586414,240.823671174468,"columnar",11.6,"spawner",9.9167,"gonochore"
"Porites excavata",18.059,"colonial",97.7223,0.0139105795710139,0.268822868967366,241.708391661578,"digitate",21.2675830465845,"brooder",10.0309,"gonochore"
"Porites flavus",21.368,"colonial",40,0.00282743338823081,0.269275726110224,263.037381661578,"branching",25.1901190115794,"brooder",9.73239999999999,"gonochore"
"Porites furcata",14.154,"colonial",111.99,0.0201061929829747,0.259924785553781,239.640220002085,"branching",34.6,"brooder",9.28519999999999,"gonochore"
"Porites harrisoni",33.718,"colonial",100,0.00708821842466197,0.257181916586414,250.952505686315,"columnar",13.0682067193623,"brooder",10.1878,"gonochore"
"Porites heronensis",56.296,"colonial",221.6797,0.0113097335529233,0.256309535634033,244.856546003998,"columnar",10.5,"spawner",9.8945,"gonochore"
"Porites horizontalata",20.656,"colonial",112.8923,0.01539380400259,0.265302868967366,241.708391661578,"digitate",20.2751952166963,"brooder",10.2927,"gonochore"
"Porites latistellata",19.495,"colonial",108.7423,0.0103868907109313,0.270882868967367,237.395981465499,"digitate",22.0452212140905,"brooder",10.6249,"gonochore"
"Porites lichen",11.9,"colonial",395.02,0.0143138815279185,0.2456762023007,214.36034295348,"laminar",32.6,"spawner",9.88980000000001,"gonochore"
"Porites lobata",18.737,"colonial",685,0.00785398163397448,0.248020011824509,190.217641490065,"massive",12.1026018893387,"spawner",9.38,"gonochore"
"Porites lutea",5.5,"colonial",400,0.0103868907109313,0.18,72,"massive",16.2408122743682,"spawner",8.69,"gonochore"
"Porites mayeri",11.832,"colonial",400,0.0165129963854314,0.230567630872128,191.008264416895,"massive",13,"spawner",9.9502,"gonochore"
"Porites monticulosa",18.581,"colonial",100,0.00865901475145687,0.256300011824509,218.348872928914,"encrusting",16.2989691482398,"brooder",12.66,"gonochore"
"Porites murrayensis",16.309,"colonial",20,0.00567450173054656,0.253483345157843,247.143535686315,"massive",15.2718400298731,"brooder",9.4796,"gonochore"
"Porites myrmidonensis",14.182,"colonial",400,0.0103868907109313,0.242254773729271,188.158492757402,"massive",14.3505684534836,"spawner",10.6025,"gonochore"
"Porites napopora",19.77,"colonial",112.45,0.00502654824574367,0.269522868967366,235.708727440762,"digitate",28.5106324022711,"brooder",11.1551,"gonochore"
"Porites negrosensis",24.931,"colonial",208.31,0.01539380400259,0.257650488014985,258.051240123689,"branching",29.0599873531388,"spawner",9.22799999999999,"gonochore"
"Porites nigrescens",11.9,"colonial",143.99,0.0176714586764426,0.260630023649019,227.907850002085,"branching",35.6,"brooder",8.65,"gonochore"
"Porites nodifera",33.641,"colonial",77.2244,0.0122718463030851,0.262004297538795,250.744344222901,"columnar",11.2,"brooder",10.1829,"gonochore"
"Porites okinawensis",9.12499999999999,"colonial",456.45,0.00865901475145687,0.237928583253081,193.106683149558,"massive",15.4911644457774,"spawner",9.66350000000001,"gonochore"
"Porites ornata",16.751,"colonial",114.2066,0.01539380400259,0.259978107062605,227.665430002085,"branching",27.5708858114802,"brooder",9.31139999999999,"gonochore"
"Porites panamensis",15.436,"colonial",145.03,0.00502654824574367,0.252000488014985,210.720746953652,"massive",15.4404245273911,"brooder",10.8252,"gonochore"
"Porites porites",12.8,"colonial",30,0.0397607820219958,0.260613821348319,265.136140198163,"branching",21.964375,"brooder",9.49,"gonochore"
"Porites profundus",25.489,"colonial",231.6123,0.00502654824574367,0.404611035152518,567.700441097908,"branching",30.1541684732604,"spawner",10.8649,"gonochore"
"Porites pukoensis",32.947,"colonial",87.7544,0.0165129963854314,0.257426678491176,252.302815686315,"columnar",13.9962350547396,"brooder",10.2252,"gonochore"
"Porites randalli",10.012,"colonial",409.24,0.0150979052445301,0.241310011824509,194.456993149558,"massive",13.6244690637795,"spawner",10.0912,"gonochore"
"Porites rugosus",15.87,"colonial",100,0.00502654824574367,0.2507262023007,239.507681661578,"branching",31.8497596595566,"brooder",10.0481,"gonochore"
"Porites rus",20.8,"colonial",500,0.0038484510006475,0.24954239277689,179.87254295348,"digitate",14.62725,"spawner",17.76,"gonochore"
"Porites sillimaniani",20.161,"colonial",99.27,0.0188691908756237,0.267045249919747,241.708391661578,"digitate",27.0082886319733,"brooder",10.1559,"gonochore"
"Porites solida",3.4,"colonial",574.5322,0.0165129963854314,0.241310011824509,194.456993149558,"massive",13.46,"spawner",10.0293,"gonochore"
"Porites somaliensis",30.584,"colonial",201.66,0.0314159265358979,0.274519059443557,245.601709711053,"massive",10.7302552135952,"spawner",9.8473,"gonochore"
"Porites stephensoni",14.933,"colonial",10,0.00950331777710913,0.262550023649019,267.76077853867,"massive",20.2120133680181,"brooder",9.0236,"gonochore"
"Porites studeri",14.18,"colonial",152.8,0.0153068211559936,0.254110964205462,240.864755686315,"massive",18.7854533335355,"brooder",9.5939,"gonochore"
"Porites sverdrupi",18.123,"colonial",30,0.0303495521795452,0.271648107062605,267.506545490237,"branching",19.0282418925196,"brooder",9.2229,"gonochore"
"Porites tuberculosus",15.692,"colonial",124.87,0.00636172512351933,0.254483821348319,227.586550198163,"branching",28.8103817613502,"brooder",9.46059999999999,"gonochore"
"Porites vaughani",18.127,"colonial",20,0.0038484510006475,0.260427630872128,241.432512928914,"encrusting",16.3428885143232,"brooder",10.9398,"gonochore"
"Psammocora albopicta",23.334,"colonial",105.145,0.0682754477423034,0.325993356982352,480.027548417066,"encrusting",18.5558142476629,"spawner",10.6366,"gonochore"
"Psammocora contigua",33.076,"colonial",50,0.0132732289614169,0.330224321187814,474.748351343895,"columnar",12.613804402022,"spawner",14.33,"gonochore"
"Psammocora digitata",31.892,"colonial",6.5,0.0330063578167778,0.326570523488513,477.343928417066,"columnar",15.4167404021064,"spawner",10.1214,"gonochore"
"Psammocora haimiana",25.603,"colonial",125.1473,0.0779311327631118,0.32802859507759,455.028278417066,"massive",29.5,"spawner",10.3292,"gonochore"
"Psammocora interstinctus",25.178,"colonial",115.8873,0.0740701153918499,0.329460976029971,455.028278417066,"massive",20.9324533887331,"spawner",10.3568,"gonochore"
"Psammocora nierstraszi",25.968,"colonial",114.85,0.0240528187540469,0.329060499839495,432.630353905218,"massive",10.7584579844248,"spawner",10.6554,"gonochore"
"Psammocora profundacella",24.345,"colonial",123.925,0.036305030103047,0.328663356982352,433.49611561462,"massive",5.54166666666667,"spawner",10.5332,"gonochore"
"Psammocora stellata",24.585,"colonial",110.48,0.0397607820219958,0.327698118887114,455.220606953651,"massive",13.5090909090909,"spawner",10.9063,"gonochore"
"Pseudodiploria clivosa",20.1,"colonial",61,0.208307227887088,0.462522892616385,1158.54445385809,"massive",6.4,"spawner",15.7,"hermaphrodite"
"Pseudodiploria strigosa",26.9,"colonial",100,0.453645979178366,0.464960511664004,1247.17539717708,"massive",4.57944444444444,"spawner",12.52,"hermaphrodite"
"Pseudosiderastrea formosa",24.86,"colonial",159.63,0.0829576810088555,0.393189559283052,823.690308028997,"encrusting",10.7432103839338,"spawner",10.7988,"gonochore"
"Pseudosiderastrea tayamai",28.12,"colonial",16,0.110446616727766,0.398192928089913,861.305636886044,"massive",5.44653183139378,"brooder",9.6813,"gonochore"
"Sandalolitha dentata",31.767,"colonial",60.6321,0.0551545860245858,0.263835249919747,480.823750369675,"massive",8.31739849326426,"spawner",7.0809,"gonochore"
"Sandalolitha robusta",69.9280000000001,"colonial",50,0.141862543263664,0.253528107062605,495.849328128814,"massive",6.3073972695913,"spawner",6.9807,"gonochore"
"Scapophyllia cylindrica",55.7209999999999,"colonial",186.08,0.0881413088872786,0.362912380952381,140.300919798035,"columnar",10.9208168518141,"spawner",9.0466,"hermaphrodite"
"Schizoculina africana",39.932,"colonial",100,0.441786466911065,0.435378642375627,925.941599708968,"branching",26.1112638557784,"spawner",7.8939,"gonochore"
"Schizoculina fissipara",37.018,"colonial",100,0.0510705155749191,0.424131023328008,838.458062074213,"encrusting_long_uprights",16.5873958866364,"spawner",8.0479,"gonochore"
"Scolymia cubensis",40.9,"solitary",10,25.071872871055,0.486255297217784,1646.56441015103,"massive",6.48193061137837,"spawner",8.6873,"hermaphrodite"
"Scolymia lacera",50.3,"colonial",29.0572,2.39174789425302,0.472075297217784,1284.85460298291,"massive",6.01161483700943,"brooder",8.814,"hermaphrodite"
"Scolymia wellsii",43.253,"colonial",16.4237,1.73491293066888,0.468563880470865,1273.6171115195,"massive",5.97021229041569,"brooder",9.175,"hermaphrodite"
"Seriatopora aculeata",31.725,"colonial",44.5512,0.00125663706143592,0.280518583253081,74.1811464644569,"branching",30.2961117409777,"brooder",6.513,"hermaphrodite"
"Seriatopora caliendrum",28.774,"colonial",61.5167,0.00636172512351933,0.290107166506161,193.034516464457,"branching",58,"brooder",4.44,"hermaphrodite"
"Seriatopora dentritica",32.213,"colonial",46.6512,0.00237582944427728,0.280518583253081,74.1811464644569,"branching",30.073445074311,"brooder",6.5478,"hermaphrodite"
"Seriatopora guttata",31.546,"colonial",30,0.00282743338823081,0.281258583253081,74.1811464644569,"branching",31.0489267169258,"brooder",6.438,"hermaphrodite"
"Seriatopora hystrix",17.3,"colonial",52.2753,0.0038484510006475,0.279920964205462,74.1597864644569,"branching",23.8666666666667,"brooder",6.18,"hermaphrodite"
"Seriatopora stellata",32.213,"colonial",46.6512,0.00237582944427728,0.280518583253081,74.1811464644569,"branching",30.073445074311,"brooder",6.5478,"hermaphrodite"
"Siderastrea radians",23.731,"colonial",30,0.059395736106932,0.414187201979689,1042.55399483848,"massive",3.25,"brooder",8.8267,"gonochore"
"Siderastrea savignyana",23.9,"colonial",100,0.0855298599939821,0.42205859507759,1007.53638466288,"massive",6.93213008752189,"spawner",10.9355,"gonochore"
"Siderastrea siderea",28.683,"colonial",130,0.122541748444087,0.42419859507759,999.14016954232,"massive",5.59626543209877,"spawner",10.7516,"gonochore"
"Siderastrea stellata",25.021,"colonial",144.265,0.0637939658219577,0.394393356982352,750.659763395545,"massive",7.47169266487851,"brooder",14.09,"gonochore"
"Simplastrea vesicularis",56.682,"colonial",110.2148,0.107521008569111,0.381879547458542,757.083077737965,"encrusting",11.0301526217279,"brooder",8.81099999999999,"gonochore"
"Solenastrea bournoni",37.351,"colonial",62.8384,0.950331777710912,0.433913856821847,1001.87103254084,"massive",6.45014589107318,"spawner",7.7303,"gonochore"
"Solenastrea hyades",33.511,"colonial",103.073,0.0881413088872786,0.42650099967899,866.413452074213,"massive",15,"spawner",8.481,"gonochore"
"Stephanocoenia intersepta",15.9,"colonial",60,0.045238934211693,0.404698618726609,1015.27399483848,"massive",1.8,"spawner",8.691,"gonochore"
"Stylaraea punctata",16.557,"colonial",15,0.0103868907109313,0.261236214125209,247.143535686315,"encrusting",15.4870642558275,"brooder",9.8501,"gonochore"
"Stylocoeniella armata",24.678,"colonial",50.9449,0.0254469004940773,0.328759559283052,191.910371688228,"encrusting",14.7428981964683,"brooder",8.4733,"hermaphrodite"
"Stylocoeniella cocosensis",27.156,"colonial",150.115,0.00331830724035422,0.420936237774228,996.2229562479,"encrusting",16.7223469509428,"spawner",9.9802,"gonochore"
"Stylocoeniella guentheri",28.966,"colonial",50,0.00865901475145687,0.340040035473528,180.028999005301,"digitate",25.0144802164117,"brooder",7.823,"hermaphrodite"
"Stylocoeniella muscosus",27.39,"colonial",54.0878,0.0290053432228905,0.34250479737829,182.117077541887,"digitate",21.8211426495295,"brooder",7.8573,"hermaphrodite"
"Stylophora danae",24.72,"colonial",43.9031,0.00708821842466197,0.282008583253081,79.3209964644569,"branching",12,"brooder",7.56069999999999,"hermaphrodite"
"Stylophora kuehlmanni",33.925,"colonial",44.3512,0.00237582944427728,0.284998583253081,74.1811464644569,"branching",26.5316380984894,"brooder",6.99699999999999,"hermaphrodite"
"Stylophora madagascarensis",24.479,"colonial",20,0.00441786466911065,0.285938583253081,74.1597864644569,"branching",25.9152469720023,"brooder",7.06129999999999,"hermaphrodite"
"Stylophora mamillata",23.288,"colonial",10,0.00636172512351933,0.297299547458543,84.250590685273,"encrusting",22.6262810224659,"brooder",7.3021,"hermaphrodite"
"Stylophora pistillata",19.2,"colonial",190.5098,0.0103868907109313,0.286485726110224,2.521,"branching",27.4830765120427,"brooder",7.04,"hermaphrodite"
"Stylophora subseriata",28.15,"colonial",63.7955,0.00331830724035422,0.280428583253081,74.2504964644569,"branching",33.1507353867168,"brooder",7.43,"hermaphrodite"
"Stylophora wellsi",26.975,"colonial",47.7421,0.00331830724035422,0.285078583253081,74.2291364644569,"branching",26.0667319136103,"brooder",7.18789999999999,"hermaphrodite"
"Symphyllia recta",44.6,"colonial",95.2716,1.13097335529233,0.481286713964704,1261.8440215195,"massive",6.90392663238766,"spawner",7.16,"hermaphrodite"
"Trachyphyllia geoffroyi",60.471,"colonial",8,0.110446616727766,0.382250964205462,595.256940850654,"massive",10.3641987693144,"spawner",8.0656,"hermaphrodite"
"Turbinaria bifrons",23.918,"colonial",306.6264,0.0176714586764426,0.389148166185151,517.208980809656,"laminar",16.9009390093658,"spawner",6.8401,"gonochore"
"Turbinaria conspicua",24.082,"colonial",308.6264,0.0132732289614169,0.389998166185151,516.553460809656,"laminar",17.1312008605393,"spawner",6.8401,"gonochore"
"Turbinaria crater",23.78,"colonial",311.8564,0.033069975068013,0.388868166185151,507.934471005735,"laminar",15.8589535101758,"spawner",6.9964,"gonochore"
"Turbinaria frondens",20.8,"colonial",400,0.00785398163397448,0.38260578523277,508.74303954232,"laminar",14,"spawner",6.9589,"gonochore"
"Turbinaria heronensis",33.34,"colonial",286.3832,0.122541748444087,0.39017578523277,510.411726493887,"laminar",14.9568208471877,"spawner",7.0659,"gonochore"
"Turbinaria irregularis",23.769,"colonial",299.6264,0.0254469004940773,0.388868166185151,507.934471005735,"laminar",16.0319935663311,"spawner",6.9453,"gonochore"
"Turbinaria mesenterina",26.17,"colonial",100,0.0660519855417254,0.377730976029971,566.185356004692,"laminar",19.28,"spawner",12.15,"gonochore"
"Turbinaria patula",23.151,"colonial",318.8564,0.0660519855417254,0.38871578523277,517.208980809656,"laminar",15.7629097601758,"spawner",6.7922,"gonochore"
"Turbinaria peltata",33.389,"colonial",271.4032,0.159043128087983,0.39017578523277,510.411726493887,"laminar",15.0915934893282,"spawner",7.0424,"gonochore"
"Turbinaria radicalis",24.11,"colonial",100,0.0397607820219958,0.37512479737829,571.240364054168,"encrusting",12.4208287396004,"spawner",9.5128,"gonochore"
"Turbinaria reniformis",20.8,"colonial",500,0.0962112750161874,0.38364958293207,613.453214054168,"laminar",16.621582293306,"spawner",3.48,"gonochore"
"Turbinaria stellulata",27.585,"colonial",218.321,0.057255526111674,0.390418618726608,510.575112103643,"massive",9.28195573037462,"spawner",7.3603,"gonochore"
"Zoopilus echinatus",37.208,"colonial",60,3.14159265358979,0.268190488014986,559.041173472104,"massive",8.04174513312924,"spawner",6.6499,"gonochore"
